Perigee pass time,Propulsion On/ Off
22-May-2024 20:40:03,1
22-May-2024 22:14:22,1
22-May-2024 23:48:41,0
23-May-2024 01:23:04,0
23-May-2024 02:57:25,1
23-May-2024 04:31:45,1
23-May-2024 06:06:09,1
23-May-2024 07:40:20,1
23-May-2024 09:14:28,1
23-May-2024 10:48:43,1
23-May-2024 12:23:07,0
23-May-2024 13:57:34,0
23-May-2024 15:32:05,1
23-May-2024 17:06:34,1
23-May-2024 18:40:58,1
