Timestamp, Propulsion mode power consumption, Downlink mode power consumption, Total Power Consumed, Power Generated, Battery Power Output, Battery Capacity, SOC
06-08-2023 20:16:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.9456, 99.69
06-08-2023 20:17:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.9212, 99.39
06-08-2023 20:18:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.8967, 99.08
06-08-2023 20:19:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.8723, 98.77
06-08-2023 20:20:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.8479, 98.47
06-08-2023 20:21:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.8235, 98.16
06-08-2023 20:22:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.7991, 97.86
06-08-2023 20:23:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.7746, 97.55
06-08-2023 20:24:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.7502, 97.24
06-08-2023 20:25:04, 0.0000, 0.0000, 9.6365, 0.0000, 9.6365, 7.7258, 96.94
06-08-2023 20:26:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.7864, 97.70
06-08-2023 20:27:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.8469, 98.46
06-08-2023 20:28:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9075, 99.22
06-08-2023 20:29:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9680, 99.98
06-08-2023 20:30:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9700, 100.00
06-08-2023 20:31:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9700, 100.00
06-08-2023 20:32:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9700, 100.00
06-08-2023 20:33:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9700, 100.00
06-08-2023 20:34:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9700, 100.00
06-08-2023 20:35:04, 0.0000, 0.0000, 9.6365, 37.2220, -27.5855, 7.9700, 100.00
