Time (UTCG),Power (W),Solar Intensity
7 Aug 2023 12:35:04.320000000,40.1430304328118,1
7 Aug 2023 12:45:04.320000000,37.6038685939161,1
7 Aug 2023 12:55:04.320000000,40.2193602817617,1
7 Aug 2023 13:05:04.320000000,40.2636426462237,1
7 Aug 2023 13:15:04.320000000,1e-07,0
7 Aug 2023 13:25:04.320000000,1e-07,0
7 Aug 2023 13:35:04.320000000,40.1535923610387,1
7 Aug 2023 13:45:04.320000000,40.712504113603,1
7 Aug 2023 13:55:04.320000000,40.2338512274433,1
7 Aug 2023 14:05:04.320000000,40.1988472582439,1
7 Aug 2023 14:15:04.320000000,39.0865981805996,1
7 Aug 2023 14:25:04.320000000,35.6878811468274,1
7 Aug 2023 14:35:04.320000000,40.1805611860875,1
7 Aug 2023 14:45:04.320000000,1e-07,0
7 Aug 2023 14:55:04.320000000,1e-07,0
7 Aug 2023 15:05:04.320000000,1e-07,0
7 Aug 2023 15:15:04.320000000,40.2555146586242,1
7 Aug 2023 15:25:04.320000000,40.2178934835338,1
7 Aug 2023 15:35:04.320000000,40.2415375007091,1
7 Aug 2023 15:45:04.320000000,40.2028668258748,1
7 Aug 2023 15:55:04.320000000,40.1796293932002,1
7 Aug 2023 16:05:04.320000000,40.2531478336925,1
7 Aug 2023 16:15:04.320000000,40.2390949295563,1
7 Aug 2023 16:25:04.320000000,1e-07,0
7 Aug 2023 16:35:04.320000000,1e-07,0
7 Aug 2023 16:45:04.320000000,38.7545554822441,1
7 Aug 2023 16:55:04.320000000,38.4704542800279,1
7 Aug 2023 17:05:04.320000000,18.2776390897802,1
7 Aug 2023 17:15:04.320000000,40.2263043692714,1
7 Aug 2023 17:25:04.320000000,40.2196120215982,1
7 Aug 2023 17:35:04.320000000,40.1863108830519,1
7 Aug 2023 17:45:04.320000000,40.204629261685,1
7 Aug 2023 17:55:04.320000000,1e-07,0
7 Aug 2023 18:05:04.320000000,1e-07,0
7 Aug 2023 18:15:04.320000000,37.6730248046231,0.936288791568599
7 Aug 2023 18:25:04.320000000,23.2736661505054,1
7 Aug 2023 18:35:04.320000000,3.8390767024359,1
7 Aug 2023 18:45:04.320000000,40.233369752626,1
7 Aug 2023 18:55:04.320000000,40.2237927197977,1
7 Aug 2023 19:05:04.320000000,40.3690900644603,1
7 Aug 2023 19:15:04.320000000,40.2577606476958,1
7 Aug 2023 19:25:04.320000000,40.2113139716826,1
7 Aug 2023 19:35:04.320000000,1e-07,0
7 Aug 2023 19:45:04.320000000,1e-07,0
7 Aug 2023 19:55:04.320000000,40.1827678757815,1
7 Aug 2023 20:05:04.320000000,40.2424158377667,1
7 Aug 2023 20:15:04.320000000,40.2662275348143,1
